3532	7156
915	7156
4162	7156
1504	7156
469	7156
3072	7156
1263	7156
1357	7156
1599	7156
1431	7156
972	7156
1501	7156
2685	7160
347	7156
1280	7156
474	7156
2543	7156
708	7156
138	7156
337	7156
460	7156
1152	7156
3201	7156
4262	7156
854	7156
31	7156
3316	7156
806	7156
628	7156
824	7156
2121	7156
458	7156
1459	7156
811	7156
341	7156
1069	7156
2139	7156
2493	7156
466	7156
749	7156
619	7156
1717	7156
646	7158
1740	7156
396	7156
779	7156
331	7156
750	7156
3335	7156
639	7156
2045	7156
2563	7156
863	7156
1409	7156
303	7156
2182	7155
1851	7160
2386	7156
190	7157
3826	7156
869	7156
2049	7156
2925	7156
3385	7156
1958	7156
1029	7156
2564	7158
991	7156
493	7156
3564	7156
2221	7156
603	7156
455	7156
464	7156
795	7156
856	7156
4145	7156
2061	7156
2746	7156
1665	7156
3836	7156
4069	7156
3261	7156
460	7156
743	7156
3049	7156
3133	7156
3599	7156
3841	7156
1409	7156
3931	7156
816	7156
600	7156
320	7156
314	7156
1011	7156
3689	7156
3819	7156
3585	7156
2220	7156
754	7156
991	7156
989	7156
1225	7156
1029	7156
2295	7156
571	7156
772	7156
838	7156
276	7156
994	7156
4233	7156
356	7156
382	7156
2337	7156
1523	7156
1189	7156
1918	7156
1088	7156
1026	7156
465	7156
1235	7156
1571	7155
3713	7156
4291	7156
735	7156
4092	7156
815	7156
930	7156
532	7156
566	7156
500	7156
3182	7156
535	7156
2165	7156
1917	7156
3651	7156
135	7156
2555	7156
2681	7156
1568	7156
436	7156
2993	7166
1333	7156
389	7156
549	7158
813	7156
4339	7169
870	7156
2295	7156
218	7156
2202	7156
3004	7156
3549	7156
2969	7156
2001	7156
1243	7156
416	7156
1708	7156
494	7156
2022	7156
2103	7156
504	7156
774	7156
1933	7156
4046	7156
1076	7156
3388	7156
1115	7156
1999	7156
544	7156
2572	7156
613	7156
833	7156
442	7156
513	7156
225	7156
2942	7156
947	7156
920	7156
1169	7156
58	7156
1146	7156
557	7156
450	7156
223	7156
295	7156
1197	7156
1237	7156
2331	7156
3690	7156
3979	7156
4105	7156
529	7156
459	7156
2647	7156
3130	7156
181	7156
1230	7156
1336	7156
2308	7156
154	7156
1637	7156
1783	7156
730	7156
803	7172
3851	7156
250	7156
1796	7156
1583	7156
2171	7156
544	7156
93	7156
567	7156
939	7156
1770	7156
27	7161
2787	7156
919	7156
601	7156
1545	7156
131	7156
225	7156
1333	7156
2608	7156
1026	7156
1136	7156
2078	7156
2096	7156
1892	7156
2811	7156
3759	7156
3257	7156
841	7156
1265	7156
2497	7156
1448	7156
422	7156
2154	7156
427	7172
78	7156
1010	7156
557	7156
1365	7156
1376	7156
801	7156
53	7172
3479	7156
1358	7156
2778	7156
89	7156
2935	7156
466	7156
3639	7156
4123	7156
1102	7156
1406	7156
4171	7156
3715	7156
3201	7156
2725	7156
3227	7157
1125	7156
534	7156
916	7156
4071	7156
2655	7156
1478	7156
171	7156
297	7156
122	7156
412	7156
707	7156
3583	7156
1615	7156
3279	7156
3842	7156
733	7156
2172	7156
708	7156
973	7187
692	7156
180	7156
1019	7156
697	7156
109	7156
1038	7156
3983	7156
457	7156
590	7162
1515	7156
1068	7156
1267	7156
3556	7156
1384	7156
1271	7156
2723	7156
644	7156
526	7156
743	7156
1417	7156
1566	7161
1409	7156
83	7156
1652	7156
1220	7156
1828	7156
2058	7156
438	7156
1021	7156
3130	7156
1683	7156
573	7156
2405	7169
295	7156
2595	7156
636	7156
890	7156
1477	7156
330	7156
3058	7156
116	7156
2316	7156
2765	7156
3701	7156
1082	7156
775	7156
1173	7156
1292	7156
1455	7156
3221	7156
76	7156
1093	7156
4039	7156
2192	7156
683	7156
1869	7156
3811	7156
1237	7156
89	7156
1201	7156
1608	7156
3133	7156
2592	7156
347	7156
1262	7161
775	7156
8	7156
3284	7156
1263	7156
1109	7156
150	7156
2457	7156
261	7156
3965	7156
760	7156
4320	7156
1308	7156
2266	7156
83	7156
2039	7156
1898	7156
1214	7156
2235	7156
523	7156
749	7156
176	7156
562	7156
2198	7156
297	7156
62	7156
215	7156
3868	7156
1308	7156
4112	7156
225	7156
78	7156
93	7156
1290	7156
2549	7156
454	7156
801	7156
1223	7156
1834	7156
3765	7156
278	7156
1653	7156
